rating,rating_count,review_title,review_content,review,score,clean_review,sentiment
4.0,43994,"A Good Braided Cable for Your Type C Device,Good quality product from ambrane,Super cable,As,Good quality,Good product,its good,Good quality for the price but one issue with my unit","I ordered this cable to connect my phone to Android Auto of car. The cable is really strong and the connection ports are really well made. I already has a Micro USB cable from Ambrane and it's still in good shape. I connected my phone to the car using the cable and it got connected well and no issues. I also connected it to the charging port and yes it has Fast Charging support.,It quality is good at this price and the main thing is that i didn't ever thought that this cable will be so long it's good one and charging power is too good and also supports fast charging,Value for money, with extra lengthðŸ‘,Good, working fine,Product quality is good,Good,very good,Bought for my daughter's old phone.Brand new cable it was not charging, I already repacked and requested for replacement.I checked again, and there was some green colour paste/fungus inside the micro USB connector. I cleaned with an alcoholic and starts working again.Checked the ampere of charging speed got around 1400ma-1500ma - not bad, came with braided 1.5m long cable, pretty impressive for the price.Can't blame the manufacturer.But quality issues by the distributor, they might have stored in very humid place.",a good braided cable for your type c devicegood quality product from ambranesuper cableasgood qualitygood productits goodgood quality for the price but one issue with my unit i ordered this cable to connect my phone to android auto of car the cable is really strong and the connection ports are really well made i already has a micro usb cable from ambrane and its still in good shape i connected my phone to the car using the cable and it got connected well and no issues i also connected it to the charging port and yes it has fast charging supportit quality is good at this price and the main thing is that i didnt ever thought that this cable will be so long its good one and charging power is too good and also supports fast chargingvalue for money with extra lengthgood working fineproduct quality is goodgoodvery goodbought for my daughters old phonebrand new cable it was not charging i already repacked and requested for replacementi checked again and there was some green colour pastefungus inside the micro usb connector i cleaned with an alcoholic and starts working againchecked the ampere of charging speed got around mama not bad came with braided m long cable pretty impressive for the pricecant blame the manufacturerbut quality issues by the distributor they might have stored in very humid place,8.0,good braid cabl type c devicegood qualiti product ambranesup cableasgood qualitygood productit goodgood qualiti price one issu unit order cabl connect phone android auto car cabl realli strong connect port realli well made alreadi micro usb cabl ambran still good shape connect phone car use cabl got connect well issu also connect charg port ye fast charg supportit qualiti good price main thing didnt ever thought cabl long good one charg power good also support fast chargingvalu money extra lengthgood work fineproduct qualiti goodgoodveri goodbought daughter old phonebrand new cabl charg alreadi repack request replacementi check green colour pastefungu insid micro usb connector clean alcohol start work againcheck amper charg speed got around mama bad came braid long cabl pretti impress pricec blame manufacturerbut qualiti issu distributor might store humid place,Positive
3.7,3234,"Sturdy,Really Flexible, Good for Moderate usage,Good product...ðŸ‘,Good product in this price.,Good,Good material,Stability,Okay product.","Oh this is really nice and sturdy product , keeps my phone stable while I draw or paint . I tried it immediately as it was delivered.Amazing .,It's good for moderate usage, the metal clamp is strong & it holds the table properly. The string is quite flexible as well, Overall, okayish quality wished the string/arm would be a little strong & hold the device more firmly. Works well with lighter-weight phones,Good product received,Stability not very good, but overall it's good product with this price.,Good,It has a potential to hold phone. Good product,Stability some average. But product is very good...,Clip at one side is of metal, but the other side clip which holds phone is built of plastic and seems delicate. Every time I mount or unmount my device, I have to take care a lot so that it might not get broken.",sturdyreally flexible good for moderate usagegood productgood product in this pricegoodgood materialstabilityokay product oh this is really nice and sturdy product keeps my phone stable while i draw or paint i tried it immediately as it was deliveredamazing its good for moderate usage the metal clamp is strong it holds the table properly the string is quite flexible as well overall okayish quality wished the stringarm would be a little strong hold the device more firmly works well with lighterweight phonesgood product receivedstability not very good but overall its good product with this pricegoodit has a potential to hold phone good productstability some average but product is very goodclip at one side is of metal but the other side clip which holds phone is built of plastic and seems delicate every time i mount or unmount my device i have to take care a lot so that it might not get broken,7.4,sturdyr flexibl good moder usagegood productgood product pricegoodgood materialstabilityokay product oh realli nice sturdi product keep phone stabl draw paint tri immedi deliveredamaz good moder usag metal clamp strong hold tabl properli string quit flexibl well overal okayish qualiti wish stringarm would littl strong hold devic firmli work well lighterweight phonesgood product receivedst good overal good product pricegoodit potenti hold phone good productst averag product goodclip one side metal side clip hold phone built plastic seem delic everi time mount unmount devic take care lot might get broken,Negative
4.1,13045,"Good for charging and Data transfer,à¨®à¨œà¨¼à¨¬à©‚à¨¤,Good Quality but less Power Delivery,Fantastic!,Good,Not useful,Doesn't fit properly,Boat â›µ cables","Check for offera before buying,18w charging cable,,Awesome cable!Charging, data transfer and durability is simply awesome, and there is not a single disconnection issue, which I always faced in original mi cable from box. Bought 1 more time as last cable damaged when phone fell on usb cable port as my phone is heavy and I never faced any issues so i bought one more time and didn't went for replacement as its waste of time and energy, i also have boat earphones that is also awesome..ðŸ˜„,Good,Charging is very slow. Forget about fast charging. Not useful at all,Cable is not fit properly on my samsung galaxy m31 type C port. If little hit happens then cable is plug it out. Otherwise length and cable quality is very nice,Works as expecte. Can charge as well as do data transfer. Ports fit well. I have been using boat cable for iphone for some years now and they are very durable.",good for charging and data transfergood quality but less power deliveryfantasticgoodnot usefuldoesnt fit properlyboat cables check for offera before buyingw charging cableawesome cablecharging data transfer and durability is simply awesome and there is not a single disconnection issue which i always faced in original mi cable from box bought more time as last cable damaged when phone fell on usb cable port as my phone is heavy and i never faced any issues so i bought one more time and didnt went for replacement as its waste of time and energy i also have boat earphones that is also awesomegoodcharging is very slow forget about fast charging not useful at allcable is not fit properly on my samsung galaxy m type c port if little hit happens then cable is plug it out otherwise length and cable quality is very niceworks as expecte can charge as well as do data transfer ports fit well i have been using boat cable for iphone for some years now and they are very durable,8.2,good charg data transfergood qualiti less power deliveryfantasticgoodnot usefuldoesnt fit properlyboat cabl check offera buyingw charg cableawesom cablecharg data transfer durabl simpli awesom singl disconnect issu alway face origin mi cabl box bought time last cabl damag phone fell usb cabl port phone heavi never face issu bought one time didnt went replac wast time energi also boat earphon also awesomegoodcharg slow forget fast charg use allcabl fit properli samsung galaxi type c port littl hit happen cabl plug otherwis length cabl qualiti nicework expect charg well data transfer port fit well use boat cabl iphon year durabl,Positive
4.1,"3,13,832","Best phone for below normal use,Good mobile for minimal usage , but technically highly worth,For simple use,Ok,Good quality product,Good unit,Good,Best Budget mobile","If you want a smart phone for just the use of calling and using social media. This is a very good option for you. I bought it for my mother who specifically told she just want a phone for calling purpose. This has only 2 gb of ram so don't think of running games like bgmi or asphalt and it also won't run very smooth under above normal conditions. There is no fingerprint sensor and the camera is trash. But the battery is 4000mah and has considerably high battery life. There is no fast charging only normal charger is given. So in my opinion this is a phone for a below average user who uses the smart phone just for calling or for scrolling through social media.,This is worth for price , has the latest technical softwares and perform well for minimal usage , ofcourse it has configuration less so we should not look better than thisBattery life more than expected, we could buy for this budget range,Simple and good, ok camera,Ok,Overall good quality product,Good unit,Good,Good mobile for basic users",best phone for below normal usegood mobile for minimal usage but technically highly worthfor simple useokgood quality productgood unitgoodbest budget mobile if you want a smart phone for just the use of calling and using social media this is a very good option for you i bought it for my mother who specifically told she just want a phone for calling purpose this has only gb of ram so dont think of running games like bgmi or asphalt and it also wont run very smooth under above normal conditions there is no fingerprint sensor and the camera is trash but the battery is mah and has considerably high battery life there is no fast charging only normal charger is given so in my opinion this is a phone for a below average user who uses the smart phone just for calling or for scrolling through social mediathis is worth for price has the latest technical softwares and perform well for minimal usage ofcourse it has configuration less so we should not look better than thisbattery life more than expected we could buy for this budget rangesimple and good ok cameraokoverall good quality productgood unitgoodgood mobile for basic users,8.2,best phone normal usegood mobil minim usag technic highli worthfor simpl useokgood qualiti productgood unitgoodbest budget mobil want smart phone use call use social media good option bought mother specif told want phone call purpos gb ram dont think run game like bgmi asphalt also wont run smooth normal condit fingerprint sensor camera trash batteri mah consider high batteri life fast charg normal charger given opinion phone averag user use smart phone call scroll social mediathi worth price latest technic softwar perform well minim usag ofcours configur less look better thisbatteri life expect could buy budget rangesimpl good ok cameraokoveral good qualiti productgood unitgoodgood mobil basic user,Positive
4.2,20879,"pocket friendly  smart watch for people who loves large  screen.,Value for money,Value for money product,My watch is not charging,Service,Good but it's not working now,GREAT PRODUCT....,Good product","Smart watch is good with proper large displayvoice assistance siri for iphone userscalling facilityface time facilityOne deficiency that you are unable to message or type text in WhatsappIf you have small wrist dont go for it or else its a perfect choice for your loved ones.,This is the first time that i have purchased a smart watch. A good watch for newbies like me with lots of amazing functionalities. Apart from that, this watch is a value for money at this price range. The sleep tracker works decently well, could have been better. We can call directly using the watch, i like that feature well. Need not reach for phone everytime. The screen touch is also well. There are lots of watch faces which you can change to or upload one from your own galary which is a plus point. The product looks exactly as shown in the pictures. The calorie and heart beat tracker are also quite accurate. The watch is a bit uncomfortable to watch at times, but otherwise the straps are good and strong,I have been using this watch since a month and its really great. All features are working quite well and connectivity with phone is also good.Screen quality may be improved.,Actually my smart watch BSW043 Ring 3 is not charging 2 to 3 days. It's off I tired to msg fireballs but it alway say to follow our page on Instagram. And when we follow its shows you their new offers. I don't know what to do now. I just submitted the warranty form.,The watch worked for the 2-3 Months and got switched off automatically and Rear Panel also got opened automatically..,I didn't charge it for 2 days, now after charging also it is not getting on,I have been using this watch since a month and its really great. All features are working quite well and connectivity with phone is also good.,Product quality and look was good but have some issues after few months usage",pocket friendly smart watch for people who loves large screenvalue for moneyvalue for money productmy watch is not chargingservicegood but its not working nowgreat productgood product smart watch is good with proper large displayvoice assistance siri for iphone userscalling facilityface time facilityone deficiency that you are unable to message or type text in whatsappif you have small wrist dont go for it or else its a perfect choice for your loved onesthis is the first time that i have purchased a smart watch a good watch for newbies like me with lots of amazing functionalities apart from that this watch is a value for money at this price range the sleep tracker works decently well could have been better we can call directly using the watch i like that feature well need not reach for phone everytime the screen touch is also well there are lots of watch faces which you can change to or upload one from your own galary which is a plus point the product looks exactly as shown in the pictures the calorie and heart beat tracker are also quite accurate the watch is a bit uncomfortable to watch at times but otherwise the straps are good and strongi have been using this watch since a month and its really great all features are working quite well and connectivity with phone is also goodscreen quality may be improvedactually my smart watch bsw ring is not charging to days its off i tired to msg fireballs but it alway say to follow our page on instagram and when we follow its shows you their new offers i dont know what to do now i just submitted the warranty formthe watch worked for the months and got switched off automatically and rear panel also got opened automaticallyi didnt charge it for days now after charging also it is not getting oni have been using this watch since a month and its really great all features are working quite well and connectivity with phone is also goodproduct quality and look was good but have some issues after few months usage,8.4,pocket friendli smart watch peopl love larg screenvalu moneyvalu money productmi watch chargingservicegood work nowgreat productgood product smart watch good proper larg displayvoic assist siri iphon userscal facilityfac time facilityon defici unabl messag type text whatsappif small wrist dont go els perfect choic love onesthi first time purchas smart watch good watch newbi like lot amaz function apart watch valu money price rang sleep tracker work decent well could better call directli use watch like featur well need reach phone everytim screen touch also well lot watch face chang upload one galari plu point product look exactli shown pictur calori heart beat tracker also quit accur watch bit uncomfort watch time otherwis strap good strongi use watch sinc month realli great featur work quit well connect phone also goodscreen qualiti may improvedactu smart watch bsw ring charg day tire msg firebal alway say follow page instagram follow show new offer dont know submit warranti formth watch work month got switch automat rear panel also got open automaticallyi didnt charg day charg also get oni use watch sinc month realli great featur work quit well connect phone also goodproduct qualiti look good issu month usag,Positive
4.2,2646,"Overall good,Sturdy,It turns yellow,No issues and yellowing as of now!,Not worthy,Awesome,Amazing,iPhone 13 back cover","Product has good quality of metrical use,Cover is sturdy but gets yellow within 10-12 days,It turns yellow within few weeks of usage,Value for money! Local shops are selling for 600 to 1000 but this one at this price is good! Good quality, clear, Sturdy and Perfect fit ðŸ‘ðŸ½Recommended!,Case is strong , but it turns yellow in 1 monthEven tough I have used it less,The product is Awesome , quality is very good . I really recommend this to buy for iphone users,so far this product has been absolutely amazing for me specially since i got it for a discount, believe me, it will keep your phone absolutely secured with how freaking hard and secure it is, so far not a trace of yellowing though i don't use my phone a lot so yeah idk its fine so far, i can't really find a downfall for this absolutely amazing case, looks fabulous too and simplistic,Premium quality back cover , looks costly and transparent",overall goodsturdyit turns yellowno issues and yellowing as of nownot worthyawesomeamazingiphone back cover product has good quality of metrical usecover is sturdy but gets yellow within daysit turns yellow within few weeks of usagevalue for money local shops are selling for to but this one at this price is good good quality clear sturdy and perfect fit recommendedcase is strong but it turns yellow in montheven tough i have used it lessthe product is awesome quality is very good i really recommend this to buy for iphone usersso far this product has been absolutely amazing for me specially since i got it for a discount believe me it will keep your phone absolutely secured with how freaking hard and secure it is so far not a trace of yellowing though i dont use my phone a lot so yeah idk its fine so far i cant really find a downfall for this absolutely amazing case looks fabulous too and simplisticpremium quality back cover looks costly and transparent,8.4,overal goodsturdyit turn yellowno issu yellow nownot worthyawesomeamazingiphon back cover product good qualiti metric usecov sturdi get yellow within daysit turn yellow within week usagevalu money local shop sell one price good good qualiti clear sturdi perfect fit recommendedcas strong turn yellow montheven tough use lessth product awesom qualiti good realli recommend buy iphon usersso far product absolut amaz special sinc got discount believ keep phone absolut secur freak hard secur far trace yellow though dont use phone lot yeah idk fine far cant realli find downfal absolut amaz case look fabul simplisticpremium qualiti back cover look costli transpar,Positive
4.5,28978,"Good one,Almost perfect,Go for it,Good product,It's folding system is good,Very good product,Great stand sturdy and good quality,Good quality","Good quality. Can buy if itâ€™s price is below 250,,Good product  but little expensive,Good product, holds mobile and mediumsize Tab.,A little costly,Very nicely designed mobile holder with good quality. The best that I have purchased so far.  Go for it.,The package arrived a days early and it is a great product for the price itâ€™s is Very  sturdyAnd looks of good quality,Excellent product, good build quality, bigger compared to similar products.",good onealmost perfectgo for itgood productits folding system is goodvery good productgreat stand sturdy and good qualitygood quality good quality can buy if its price is below good product but little expensivegood product holds mobile and mediumsize taba little costlyvery nicely designed mobile holder with good quality the best that i have purchased so far go for itthe package arrived a days early and it is a great product for the price its is very sturdyand looks of good qualityexcellent product good build quality bigger compared to similar products,9.0,good onealmost perfectgo itgood productit fold system goodveri good productgreat stand sturdi good qualitygood qualiti good qualiti buy price good product littl expensivegood product hold mobil mediums taba littl costlyveri nice design mobil holder good qualiti best purchas far go itth packag arriv day earli great product price sturdyand look good qualityexcel product good build qualiti bigger compar similar product,Positive
3.8,3145,"WORST PHONE EVER! Read this before you buy it,Value for Money meeting all smart phone requirements,In this range perfect,Camera achcha hai,All over good,Good phone at this price,Budget Phone,Worth it",",Overall meets the requirements nothing to say negative with respect tolthis phone,Charging is very slowly,Maine is product ko apni beti ke liye kharida tha,Fingerprint is good, battery life good, camera is ok,Good phone at this price,Nice in this range.,Best in this price rangeðŸ‘ðŸ‘",worst phone ever read this before you buy itvalue for money meeting all smart phone requirementsin this range perfectcamera achcha haiall over goodgood phone at this pricebudget phoneworth it overall meets the requirements nothing to say negative with respect tolthis phonecharging is very slowlymaine is product ko apni beti ke liye kharida thafingerprint is good battery life good camera is okgood phone at this pricenice in this rangebest in this price range,7.6,worst phone ever read buy itvalu money meet smart phone requirementsin rang perfectcamera achcha haiall goodgood phone pricebudget phoneworth overal meet requir noth say neg respect tolthi phonecharg slowlymain product ko apni beti ke liy kharida thafingerprint good batteri life good camera okgood phone pricenic rangebest price rang,Negative
4.0,9377,"Worked on iPhone 7 and didnâ€™t work on XR,Good one,Dull Physical Looks,Just Buy it,Go for it,About the product,Get charging cable at the price,Working well.","Worked on iPhone 7 and didnâ€™t work on iPhone XR,https://m.media-amazon.com/images/I/71qFFAlV9ZL._SY88.jpg,Look-wise, I didnâ€™t like it. Still, I use it for my work.,Product is quite good and is fast charging.Loved it.,I like it . Looks last long.,The sturdiness will depend on the manner of its use. But its speed of charging is great. Very good product for the average income group.,It's great for charging devices with various types of ports. But works best when charging one device at a time.,Good item.",worked on iphone and didnt work on xrgood onedull physical looksjust buy itgo for itabout the productget charging cable at the priceworking well worked on iphone and didnt work on iphone xr i didnt like it still i use it for my workproduct is quite good and is fast chargingloved iti like it looks last longthe sturdiness will depend on the manner of its use but its speed of charging is great very good product for the average income groupits great for charging devices with various types of ports but works best when charging one device at a timegood item,8.0,work iphon didnt work xrgood onedul physic looksjust buy itgo itabout productget charg cabl pricework well work iphon didnt work iphon xr didnt like still use workproduct quit good fast charginglov iti like look last longth sturdi depend manner use speed charg great good product averag incom groupit great charg devic variou type port work best charg one devic timegood item,Positive
4.1,"1,92,589","Good maybe okay,Defective Product Delivered,Amazing Sound at Budget,Not for bass lover,Best one,Quality,Durability,Superb voice quality","The quality is not upto mark for the price paid. Other brands offer good quality earphones with lesser price. But per my experience none of my earphones have lasted more than 1-1.5 years.Given that this is JBL, lets see how long it lasts.Can someone build a earphone which lasts couple of years? I'll buy :),I had purchased two units of same headset of which one was found to be defective. Since I was on travel I couldn't check the items immediately and by time I found item to be defective the return/ replacement window has elapsed.,Build Quality is average considering JBL a global brand providing u an amazing sounding earphone under 700. Highly recommended if u r a music lover.,Sound quality is awesome but not bassMic is below averageIt come out from ears if you walk fastNot for game you can't hear footsteps of enemyReview after use of 4,5 earphones (c100si) 2 year experience,Awesome product....but resolve its tangling issue please otherwise nice product,Nice,After 8 months, left side speaker has no bass and not as loud as the right speaker.,Superb voice quality",good maybe okaydefective product deliveredamazing sound at budgetnot for bass loverbest onequalitydurabilitysuperb voice quality the quality is not upto mark for the price paid other brands offer good quality earphones with lesser price but per my experience none of my earphones have lasted more than yearsgiven that this is jbl lets see how long it lastscan someone build a earphone which lasts couple of years ill buy i had purchased two units of same headset of which one was found to be defective since i was on travel i couldnt check the items immediately and by time i found item to be defective the return replacement window has elapsedbuild quality is average considering jbl a global brand providing u an amazing sounding earphone under highly recommended if u r a music loversound quality is awesome but not bassmic is below averageit come out from ears if you walk fastnot for game you cant hear footsteps of enemyreview after use of earphones csi year experienceawesome productbut resolve its tangling issue please otherwise nice productniceafter months left side speaker has no bass and not as loud as the right speakersuperb voice quality,8.2,good mayb okaydefect product deliveredamaz sound budgetnot bass loverbest onequalitydurabilitysuperb voic qualiti qualiti upto mark price paid brand offer good qualiti earphon lesser price per experi none earphon last yearsgiven jbl let see long lastscan someon build earphon last coupl year ill buy purchas two unit headset one found defect sinc travel couldnt check item immedi time found item defect return replac window elapsedbuild qualiti averag consid jbl global brand provid u amaz sound earphon highli recommend u r music loversound qualiti awesom bassmic averageit come ear walk fastnot game cant hear footstep enemyreview use earphon csi year experienceawesom productbut resolv tangl issu pleas otherwis nice productniceaft month left side speaker bass loud right speakersuperb voic qualiti,Positive
3.8,16557,"Only affordable Stylus that works with Apple,Product is good, but Spare disk is missing for me.,Best deal for this price,Good but improvement needed,Average, better option are available,very fast and smooth work,Precision & speedy,Amazing","This was a saviour for me as I didnâ€™t want to buy expensive stylus and max dont work with Iphones. Itâ€™s not too precise but it gets the job done. I love it,Unexpectedly this product works very well. But When I buy this, the spare disk was missing.,This item is simple awesome for this price. It is doing good without any glitches and worth buying for the price amazon is offering.,Though it is good but the tip of the stylus pen should be umbrella free....no handle grips too.,There is a delay between writing and also I get wrong color i ordered bluse and I get gray,this is a good digital pen for digital art work and very smooth working techniques using so easily,Works perfectly on Samsung S22 Plus. I often use it for video editing too. But I think it's overpriced. I got it for Rs. 389 including delivery charges. It should cost max upto 250. 2 stars have been cut for overpricing.,It is definitely worth the money tho it does give some scratches it's not that see tho so it's fine for it's price light weight",only affordable stylus that works with appleproduct is good but spare disk is missing for mebest deal for this pricegood but improvement neededaverage better option are availablevery fast and smooth workprecision speedyamazing this was a saviour for me as i didnt want to buy expensive stylus and max dont work with iphones its not too precise but it gets the job done i love itunexpectedly this product works very well but when i buy this the spare disk was missingthis item is simple awesome for this price it is doing good without any glitches and worth buying for the price amazon is offeringthough it is good but the tip of the stylus pen should be umbrella freeno handle grips toothere is a delay between writing and also i get wrong color i ordered bluse and i get graythis is a good digital pen for digital art work and very smooth working techniques using so easilyworks perfectly on samsung s plus i often use it for video editing too but i think its overpriced i got it for rs including delivery charges it should cost max upto stars have been cut for overpricingit is definitely worth the money tho it does give some scratches its not that see tho so its fine for its price light weight,7.6,afford stylu work appleproduct good spare disk miss mebest deal pricegood improv neededaverag better option availableveri fast smooth workprecis speedyamaz saviour didnt want buy expens stylu max dont work iphon precis get job done love itunexpectedli product work well buy spare disk missingthi item simpl awesom price good without glitch worth buy price amazon offeringthough good tip stylu pen umbrella freeno handl grip toother delay write also get wrong color order bluse get graythi good digit pen digit art work smooth work techniqu use easilywork perfectli samsung plu often use video edit think overpr got rs includ deliveri charg cost max upto star cut overpricingit definit worth money tho give scratch see tho fine price light weight,Negative
4.1,18998,"Phone, camera, heating - works for me, may not for all,Good Mobile,Good but not excellent under this budget,Worth the price at 9499,Ok type phone... but unable to make videocall within same service provider.,Phone review,Budget king,Battery backup is good","I am not big on camera usage, personally. I was even mentally prepared for a bad camera, based on some reviews here. But I was pleasantly surprised that camera clicks good photos. They are not awesome, but they are decent photos that can even be shared.Now coming to my biggest grouse; heating issue. The phone started heating up while charging, but it was just a little and so I could have ignored it. But then it started heating up more and got me very concerned. I even ordered a replacement thinking I got a defective piece. But then, after further tests, I found that it is heating more when I download huge amounts of data, for example, when I restore data of my old phone, from back up. This is ok with me as, I don't perform huge data loads regularly, definitely not on phone. Then I tested by running tasks I usually perform such as checking office mails, attending office meeting on phone, watching a video from Amazon Prime, and so on. The phone did not heat up even a little. Personally, this is good for me.At this price range, this is a good phone. But if you are camera heavy user and expect to perform heavy downloads frequently, this phone may not for you. I am personally satisfied with this phone as it works for my type of usage. I will not go into plus points of this phone as they are covered by other reviews already. I am only attempting to clarify about how this phone can suit you (or not) in terms of camera and heating. I had many questions about these aspects before buying. Perhaps this review will help you make an informed decision to buy (or avoid). Cheers.,Display - BeautyCamera - decentPerformance - AmazingBattery - ok (in 5000mah u expect more tbh)Overall good phone...Also after 1day of use, i found some network connectivity issue in my jiosim, which I'm using right now in this phone, but I'll keep update this review after 1month of usage!,It's a decent mobile under this price but few things worried me , weight of the phone, too many procedure to change some settings, no screen casting. Apart from that it has good touch, a decent camera for day light , battery life is good.,I bought this smartphone for my mom. Samusung interface is very handful for easy use. Battery is superb, last whole day. Camera is mediocre but provide original colour pictures. All in all satisfied with this smartphone that i got in sale for 9499.,Unable to do video call within same service provider as in VOLTE within same service provider video call feature is available.,Product is fine.  Nothing Fancy but for the budget it is a good phone.,BATTERY : more than enough for normal use  Not sure in gamingCAMERA : good in this segment , can record  videos in FHD 30fpsDISPLAY : since it's a LCD display the quality is  a bit less , but goodV RAM : you can add upto 2gb of virtual ram  but have to sacrifice your storage  Space to use it  OVERALL A GOOD BUDGET PHONE,Finger print is working speedy battery backup is good camera quality is also good",phone camera heating works for me may not for allgood mobilegood but not excellent under this budgetworth the price at ok type phone but unable to make videocall within same service providerphone reviewbudget kingbattery backup is good i am not big on camera usage personally i was even mentally prepared for a bad camera based on some reviews here but i was pleasantly surprised that camera clicks good photos they are not awesome but they are decent photos that can even be sharednow coming to my biggest grouse heating issue the phone started heating up while charging but it was just a little and so i could have ignored it but then it started heating up more and got me very concerned i even ordered a replacement thinking i got a defective piece but then after further tests i found that it is heating more when i download huge amounts of data for example when i restore data of my old phone from back up this is ok with me as i dont perform huge data loads regularly definitely not on phone then i tested by running tasks i usually perform such as checking office mails attending office meeting on phone watching a video from amazon prime and so on the phone did not heat up even a little personally this is good for meat this price range this is a good phone but if you are camera heavy user and expect to perform heavy downloads frequently this phone may not for you i am personally satisfied with this phone as it works for my type of usage i will not go into plus points of this phone as they are covered by other reviews already i am only attempting to clarify about how this phone can suit you or not in terms of camera and heating i had many questions about these aspects before buying perhaps this review will help you make an informed decision to buy or avoid cheersdisplay beautycamera decentperformance amazingbattery ok in mah u expect more tbhoverall good phonealso after day of use i found some network connectivity issue in my jiosim which im using right now in this phone but ill keep update this review after month of usageits a decent mobile under this price but few things worried me weight of the phone too many procedure to change some settings no screen casting apart from that it has good touch a decent camera for day light battery life is goodi bought this smartphone for my mom samusung interface is very handful for easy use battery is superb last whole day camera is mediocre but provide original colour pictures all in all satisfied with this smartphone that i got in sale for unable to do video call within same service provider as in volte within same service provider video call feature is availableproduct is fine nothing fancy but for the budget it is a good phonebattery more than enough for normal use not sure in gamingcamera good in this segment can record videos in fhd fpsdisplay since its a lcd display the quality is a bit less but goodv ram you can add upto gb of virtual ram but have to sacrifice your storage space to use it overall a good budget phonefinger print is working speedy battery backup is good camera quality is also good,8.2,phone camera heat work may allgood mobilegood excel budgetworth price ok type phone unabl make videocal within servic providerphon reviewbudget kingbatteri backup good big camera usag person even mental prepar bad camera base review pleasantli surpris camera click good photo awesom decent photo even sharednow come biggest grous heat issu phone start heat charg littl could ignor start heat got concern even order replac think got defect piec test found heat download huge amount data exampl restor data old phone back ok dont perform huge data load regularli definit phone test run task usual perform check offic mail attend offic meet phone watch video amazon prime phone heat even littl person good meat price rang good phone camera heavi user expect perform heavi download frequent phone may person satisfi phone work type usag go plu point phone cover review alreadi attempt clarifi phone suit term camera heat mani question aspect buy perhap review help make inform decis buy avoid cheersdisplay beautycamera decentperform amazingbatteri ok mah u expect tbhoveral good phonealso day use found network connect issu jiosim im use right phone ill keep updat review month usageit decent mobil price thing worri weight phone mani procedur chang set screen cast apart good touch decent camera day light batteri life goodi bought smartphon mom samusung interfac hand easi use batteri superb last whole day camera mediocr provid origin colour pictur satisfi smartphon got sale unabl video call within servic provid volt within servic provid video call featur availableproduct fine noth fanci budget good phonebatteri enough normal use sure gamingcamera good segment record video fhd fpsdisplay sinc lcd display qualiti bit less goodv ram add upto gb virtual ram sacrific storag space use overal good budget phonefing print work speedi batteri backup good camera qualiti also good,Positive
3.8,16557,"Only affordable Stylus that works with Apple,Product is good, but Spare disk is missing for me.,Best deal for this price,Good but improvement needed,Average, better option are available,very fast and smooth work,Precision & speedy,Amazing","This was a saviour for me as I didnâ€™t want to buy expensive stylus and max dont work with Iphones. Itâ€™s not too precise but it gets the job done. I love it,Unexpectedly this product works very well. But When I buy this, the spare disk was missing.,This item is simple awesome for this price. It is doing good without any glitches and worth buying for the price amazon is offering.,Though it is good but the tip of the stylus pen should be umbrella free....no handle grips too.,There is a delay between writing and also I get wrong color i ordered bluse and I get gray,this is a good digital pen for digital art work and very smooth working techniques using so easily,Works perfectly on Samsung S22 Plus. I often use it for video editing too. But I think it's overpriced. I got it for Rs. 389 including delivery charges. It should cost max upto 250. 2 stars have been cut for overpricing.,It is definitely worth the money tho it does give some scratches it's not that see tho so it's fine for it's price light weight",only affordable stylus that works with appleproduct is good but spare disk is missing for mebest deal for this pricegood but improvement neededaverage better option are availablevery fast and smooth workprecision speedyamazing this was a saviour for me as i didnt want to buy expensive stylus and max dont work with iphones its not too precise but it gets the job done i love itunexpectedly this product works very well but when i buy this the spare disk was missingthis item is simple awesome for this price it is doing good without any glitches and worth buying for the price amazon is offeringthough it is good but the tip of the stylus pen should be umbrella freeno handle grips toothere is a delay between writing and also i get wrong color i ordered bluse and i get graythis is a good digital pen for digital art work and very smooth working techniques using so easilyworks perfectly on samsung s plus i often use it for video editing too but i think its overpriced i got it for rs including delivery charges it should cost max upto stars have been cut for overpricingit is definitely worth the money tho it does give some scratches its not that see tho so its fine for its price light weight,7.6,afford stylu work appleproduct good spare disk miss mebest deal pricegood improv neededaverag better option availableveri fast smooth workprecis speedyamaz saviour didnt want buy expens stylu max dont work iphon precis get job done love itunexpectedli product work well buy spare disk missingthi item simpl awesom price good without glitch worth buy price amazon offeringthough good tip stylu pen umbrella freeno handl grip toother delay write also get wrong color order bluse get graythi good digit pen digit art work smooth work techniqu use easilywork perfectli samsung plu often use video edit think overpr got rs includ deliveri charg cost max upto star cut overpricingit definit worth money tho give scratch see tho fine price light weight,Negative
